;X;sh;phylum;class;order;family;genus;species
437;168515;GQ995302.1.1780;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
438;170126;EU688965.1.1720;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella indohii
439;170661;DQ211050.1.1764;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus umbonatus
440;171465;KR819140.1.1792;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella wolfii
441;171754;DQ211051.1.1764;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus umbonatus
442;172398;KT231804.1.1746;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia mojavensis
443;172575;GQ995423.1.1771;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
444;172576;GQ995433.1.1771;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
445;172823;KJ925303.1.1666;Incertae Sedis;Chytridiales;Chytridiales;uncultured eukaryote;uncultured;uncultured eukaryote
446;172851;KT582261.1.1675;Mucoromycotina;Mucorales;Mucorales;Absidia;fungal;fungal sp. ZJ14
447;173071;EU595651.1.1763;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus crystallinus
448;173082;DQ536480.1.1784;Incertae Sedis;Spizellomycetales;Spizellomycetales;Phlyctochytrium;Phlyctochytrium;Phlyctochytrium arcticum
449;174262;DQ354556.1.1560;Basidiomycota;Pucciniomycetes;Pucciniales;;Ravenelia;Ravenelia havanensis
450;174290;DQ416206.1.1738;Basidiomycota;Pucciniomycetes;Platygloeales;Jola;Jola;Jola cf. javensis DJM739
451;174759;DQ536486.1.1733;Incertae Sedis;Chytridiales;Chytridiales;Chytriomyces;Chytriomyces;Chytriomyces sp. WB 235A
452;175018;EF033119.1.1770;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora sp. ACAred
453;175035;GQ995414.1.1770;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
454;175118;EF033122.1.1774;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;Glomus;Glomus sp. NBR PP1
455;175503;EU847654.1.1408;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia glauca
456;176164;DQ367444.1.1320;Kickxellomycotina;Harpellales;Harpellales;Plecopteromyces;Plecopteromyces;Plecopteromyces sp. 27-1-5
457;176165;DQ367515.1.1343;Kickxellomycotina;Harpellales;Harpellales;Pennella;Pennella;Pennella simulii
458;176324;KM067414.1.1559;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;uncultured;uncultured Rhizophlyctis
459;176473;GQ995379.1.1779;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
460;176474;GQ995409.1.1781;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
461;176830;DQ367443.1.1629;Kickxellomycotina;Harpellales;Harpellales;Smittium;Austrosmittium;Austrosmittium sp. LCF-27-6
462;176832;DQ367458.1.1362;Kickxellomycotina;Harpellales;Harpellales;Smittium;Stachylina;Stachylina sp. LCF-22-6
463;177042;DQ536478.1.1769;Incertae Sedis;Rhizophydiales;Rhizophydiales;Kappamyces;Kappamyces;Kappamyces laurelensis
464;177313;DQ367441.1.1336;Kickxellomycotina;Harpellales;Harpellales;Harpella;Harpella;Harpella tica
465;177716;DQ536477.1.1750;Incertae Sedis;Spizellomycetales;Spizellomycetales;Phlyctochytrium;Spizellomycetales;Spizellomycetales sp. JEL355
466;177717;DQ536489.1.1790;Incertae Sedis;Blastocladiales;Physodermatales;Physoderma;Physoderma;Physoderma maculare
467;178474;GQ995413.1.1770;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
468;178691;KT800023.1.1352;Ascomycota;Laboulbeniomycetes;Herpomycetales;;Herpomyces;Herpomyces chaetophilus
469;178701;EU267193.1.1831;Entomophthoromycotina;Entomophthorales;Entomophthorales;Pandora;Pandora;Pandora neoaphidis
470;178769;EF136886.1.1770;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora sp. ACAred
471;178983;GQ995264.1.1766;Incertae Sedis;Chytridiales;Chytridiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
472;179101;GQ995385.1.1775;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
473;179103;GQ995412.1.1770;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
474;179139;KM067411.1.1562;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
475;179210;EF432819.1.3579;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;Lobulomycetales;Lobulomycetales sp. AF011
476;179212;EF443138.1.1621;Incertae Sedis;Lobulomycetales;Lobulomycetales;Clydaea;Clydaea;Clydaea vesicula
477;180013;DQ367448.1.1508;Kickxellomycotina;Harpellales;Harpellales;Genistelloides;Genistelloides;Genistelloides hibernus
478;180313;KR779282.1.1508;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. WR330-B
479;180425;HQ191426.1.2366;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
480;180481;EU863582.1.1733;Ascomycota;Sordariomycetes;Koralionastetales;Pontogeneia microdictyi;Pontogeneia;Pontogeneia microdictyi
481;180763;DQ367449.1.1604;Kickxellomycotina;Harpellales;Harpellales;Genistelloides;Genistelloides;Genistelloides hibernus
482;180893;EU595650.1.1761;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus crystallinus
483;181057;DQ470996.1.2417;Ascomycota;Sordariomycetes;Phomatosporales;Lanspora;Lanspora;Lanspora coronata
484;181120;FJ009595.1.2044;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
485;181674;EU847655.1.1390;Mucoromycotina;Mucorales;Mucorales;;Cunninghamella;Cunninghamella sp. A18
486;181763;DQ367447.1.1422;Kickxellomycotina;Harpellales;Harpellales;Bojamyces;Bojamyces;Bojamyces repens
487;182305;AB971026.1.1483;Incertae Sedis;Chytridiales;Chytridiales;uncultured Chytridiales;uncultured;uncultured Chytridiales
488;182869;GQ995301.1.1779;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
489;183143;EU595653.1.1764;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus sphaerosporus
490;183494;EU595652.1.1763;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus crystallinus
491;183963;EF558776.1.1216;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
492;184844;EU595661.1.1748;Mucoromycotina;Mucorales;Mucorales;Utharomyces;Utharomyces;Utharomyces epallocaulus
493;185079;GQ995427.1.1772;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
494;185131;KU672728.1.1708;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium microbalum
495;185177;FJ009672.1.1759;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora calospora
496;185343;EU595660.1.1748;Mucoromycotina;Mucorales;Mucorales;Utharomyces;Utharomyces;Utharomyces epallocaulus
497;185410;EF136888.1.1771;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora sp. ACAred
498;185480;GQ995267.1.1779;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
499;185488;GQ995337.1.1775;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
500;185493;GQ995415.1.1766;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
501;185704;EU847658.1.1409;Mucoromycotina;Mucorales;Mucorales;Chlamydoabsidia;Chlamydoabsidia;Chlamydoabsidia padenii
502;185759;EF396192.1.1895;Kickxellomycotina;Harpellales;Harpellales;;Harpellomyces;Harpellomyces sp. PA-3-1d
503;185782;HQ219404.1.2275;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
504;185975;EF395945.1.1795;Mucoromycotina;Mucorales;Mucorales;Gongronella;Rhizopus;Rhizopus sp. F6
505;186338;AB971085.1.1474;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
506;186399;FJ009600.1.2037;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
507;187190;FJ009593.1.2037;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
508;187358;FJ171728.1.1666;Basidiomycota;Agaricomycetes;Lepidostromatales;;Lepidostroma;Lepidostroma calocerum
509;187490;EF014365.1.1791;Incertae Sedis;Blastocladiales;Blastocladiales;Catenaria anguillulae;Catenaria;Catenaria anguillulae
510;187565;GQ995268.1.1778;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
511;187915;AB971109.1.1788;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;uncultured;uncultured Rhizophydiales
512;188371;EF558781.1.1218;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
513;188665;EF014366.1.1821;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladiella;Blastocladiella;Blastocladiella emersonii
514;188955;FR750374.1.1765;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus vesiculiferus
515;189078;FJ866597.1.1709;Mucoromycotina;Mucorales;Mucorales;Gongronella sp. xt-2009;Gongronella;Gongronella sp. xt-2009
516;189090;EF136918.1.1816;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Glomus;Glomus sp. NBRrmc
517;189440;EF014364.1.1921;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces macrogynus
518;189565;EF396193.1.1868;Kickxellomycotina;Harpellales;Harpellales;Orphella;Orphella;Orphella catalaunica
519;189584;EF033120.1.1766;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;Glomus;Glomus sp. NBR3.1
520;189839;HQ219419.1.2398;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
521;190563;KT148633.1.1752;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor irregularis
522;191185;EF638567.1.1362;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
523;191203;FR750211.1.1765;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
524;191526;EU847660.1.1390;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor sp. A27
525;192909;GU733369.1.1538;Ascomycota;Leotiomycetes;Thelebolales;Pseudogymnoascus pannorum var. pannorum;Pseudogymnoascus;Pseudogymnoascus pannorum var. pannorum
526;193329;EF558784.1.1218;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
527;193380;EF558795.1.1219;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
528;194046;KC670515.1.1834;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
529;194494;EU595657.1.1764;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus umbonatus
530;194602;FN182237.1.1716;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus microsporus var. microsporus
531;194735;FM212924.1.1643;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora dipurpurescens
532;195048;FR686942.1.1776;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora epigaea
533;195164;EU847668.1.1394;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella sp. A39
534;195295;FR773146.1.1763;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus clarus
535;196007;KC674733.1.1829;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
536;196047;KU359237.1.1514;Ascomycota;Sordariomycetes;Lulworthiales;;Lulworthiaceae;Lulworthiaceae sp. BN1
537;196249;AB971086.1.1474;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured Chytridiomycota
538;196552;EU595655.1.1764;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus sphaerosporus
539;196809;FR865459.1.1764;Glomeromycotina;Diversisporales;Diversisporales;Sacculospora;Sacculospora;Sacculospora baltica
540;197039;AJ506037.1.1563;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured rhizosphere chytridiomycete
541;197491;FJ009622.1.2064;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis geosporum
542;197943;KY234454.1.1527;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulosporaceae;Acaulosporaceae sp.
543;198647;L37734.1.3315;Ascomycota;Lecanoromycetes;Lecanorales;;Lecanora;Lecanora dispersa
544;199041;FJ009670.1.1769;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora mellea
545;199183;KT736103.1.3394;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor rudolphii
546;199194;EU595656.1.1763;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus kleinii
547;199343;EU595658.1.1761;Mucoromycotina;Mucorales;Mucorales;Pilaira;Pilaira;Pilaira anomala
548;199685;FM212932.1.1642;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora dipurpurescens
549;200108;FN182235.1.1716;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus microsporus var. chinensis
550;200146;FN820274.1.1771;Glomeromycotina;Archaeosporales;Archaeosporales;Ambispora;Ambispora;Ambispora granatensis
551;200193;EU595659.1.1761;Mucoromycotina;Mucorales;Mucorales;Pilaira;Pilaira;Pilaira anomala
552;201527;FN825900.1.1766;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora brasiliensis
553;201772;FM212920.1.1644;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora dipurpurescens
554;201892;FN182238.1.1716;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus microsporus
555;202201;FN600537.1.1740;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomus;Glomus sp. MUCL 43194
556;202309;FR686944.12.1689;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora sp. W2423
557;202322;FR750222.1.1765;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus irregularis
558;202328;FR865457.1.1770;Glomeromycotina;Diversisporales;Diversisporales;Sacculospora;Sacculospora;Sacculospora baltica
559;202594;FR750228.1.1763;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus irregularis
560;202599;FJ009601.1.2037;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
561;202602;KX537772.1.2310;Ascomycota;Rhopalophora;Sclerococcales;;Rhopalophora;Rhopalophora clavispora
562;202605;FR865467.1.1772;Glomeromycotina;Diversisporales;Entrophosporales;Entrophospora nevadensis;Entrophospora;Entrophospora nevadensis
563;202865;EF638581.1.1362;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
564;203198;KC561936.1.1734;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
565;203492;FR686934.1.1769;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora sp. W3033
566;203557;FM212934.1.1638;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora dipurpurescens
567;203839;AJ506000.1.1564;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured rhizosphere chytridiomycete
568;204054;FN182236.1.1716;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus sp. ATCC 20577
569;204134;FN820275.1.1761;Glomeromycotina;Archaeosporales;Archaeosporales;Ambispora;Ambispora;Ambispora granatensis
570;204169;KY234456.1.1521;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus sp. (in: Fungi)
571;204285;AB971111.1.1475;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;uncultured;uncultured Rhizophydiales
572;205044;KC671184.1.1829;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
573;205050;HF968780.1.1712;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora margarita
574;205509;FR865463.1.1769;Glomeromycotina;Diversisporales;Diversisporales;Otospora;Otospora;Otospora bareae
575;205745;FR750212.1.1766;Glomeromycotina;Glomerales;Glomerales;Septoglomus;Septoglomus;Septoglomus constrictum
576;206158;KC674204.1.1827;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
577;206168;KX999145.1.1631;Ascomycota;Lecanoromycetes;Ostropales;;Cyanodermella;Cyanodermella oleoligni
578;206343;HQ845295.1.1684;Mucoromycotina;Mucorales;Mucorales;Parasitella;Parasitella;Parasitella parasitica
579;206493;KY234464.1.1522;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeraceae;Glomeraceae sp.
580;206505;FN690488.1.1675;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
581;206518;KC671706.1.1803;Incertae Sedis;Spizellomycetales;Olpidiales;Olpidium;uncultured;uncultured fungus
582;207023;KX879066.1.1760;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus proliferus
583;207115;KC708431.1.1603;Mucoromycotina;Endogonales;Endogonales;uncultured;uncultured;uncultured Mucoromycotina
584;207130;KY418163.1.1652;Basidiomycota;Agaricomycetes;Polyporales;;Coriolopsis;Coriolopsis byrsina
585;207428;HM623319.1.1722;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor genevensis
586;207507;KY628682.1.1613;Ascomycota;Sordariomycetes;Melanosporales;;Olpitrichum;Olpitrichum macrosporum
587;207655;KY234498.1.1521;Glomeromycotina;uncultured;Glomerales;;Glomeraceae;Glomeraceae sp.
588;208317;KC708375.1.1622;Glomeromycotina;Archaeosporales;Archaeosporales;uncultured Glomeromycotina;uncultured;uncultured Glomeromycotina
589;208587;KY934457.1.1260;Zoopagomycotina;Zoopagales;Zoopagales;;Acaulopage;Acaulopage sp.
590;209014;KY937194.1.3035;Zoopagomycotina;Zoopagales;Zoopagales;Acaulopage dichotoma;Acaulopage;Acaulopage dichotoma
591;209643;KY234463.1.1519;Glomeromycotina;uncultured;Glomerales;;Glomeraceae;Glomeraceae sp.
592;210042;HQ202292.1.1760;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora striata
593;210043;HQ202295.1.1764;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora sp. 1 ML-2011
594;210156;KC671193.1.1829;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
595;210595;EU091830.1.1344;Incertae Sedis;Spizellomycetales;Olpidiales;Olpidium;uncultured;uncultured Banisveld eukaryote
596;211121;EU847664.1.1414;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor ctenidius
597;211197;HQ888690.1.1774;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces arbusculus
598;211198;HQ888706.1.1766;Incertae Sedis;Blastocladiales;Blastocladiales;Catenaria sp. JEL 589;Catenaria;Catenaria sp. JEL 589
599;211200;HQ901742.1.1667;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;Geranomyces;Geranomyces michiganensis
600;211259;FR750204.1.1770;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora spinosa
601;211450;FJ869173.1.1756;Basidiomycota;Agaricomycetes;Auriculariales;;Auricularia;Auricularia polytricha
602;211880;JF414199.1.1606;Mucoromycotina;Endogonales;Endogonales;Endogone;Endogone;Endogone sp. T32492
603;211881;JF414223.1.1605;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8359
604;212030;KY931890.1.1482;Ascomycota;Sordariomycetes;Annulatascales;;Torrentispora;Torrentispora fibrosa
605;212120;JF723687.1.1728;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor fuscus
606;212121;JF723693.1.1730;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor racemosus
607;212212;GQ376067.1.1736;Glomeromycotina;Diversisporales;Diversisporales;Dentiscutata;Dentiscutata;Dentiscutata colliculosa
608;212341;FJ009602.1.2036;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
609;212392;HQ202291.1.1761;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora sp. 1 ML-2011
610;212398;L37735.1.1692;Ascomycota;Lecanoromycetes;Lecideales;;Porpidia;Porpidia crustulata
611;212426;KY980184.1.1693;Incertae Sedis;uncultured;Rhizophlyctidales;;Uebelmesseromyces;Uebelmesseromyces harderi
612;212676;EU847661.1.1386;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella sp. A30
613;213042;GU187624.1.1710;Basidiomycota;Agaricomycetes;Amylocorticiales;;Serpulomyces;Serpulomyces borealis
614;213386;KY234455.1.1522;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus sp. (in: Fungi)
615;213593;LT602999.1.1698;Basidiomycota;Agaricomycetes;Polyporales;;Hyphoderma;Hyphoderma definitum
616;213625;GU934575.1.1246;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella indohii
617;213694;KU354789.1.1614;Mortierellomycotina;Mortierellales;;;fungal;fungal sp.
618;213896;FN690496.1.1689;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
619;213900;HF968779.1.1713;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora margarita
620;214514;FN690494.1.1683;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
621;214519;KC671247.1.1836;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
622;214732;HM449697.1.1703;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor amphibiorum
623;214927;FR750224.1.1769;Glomeromycotina;Diversisporales;Diversisporales;Pacispora franciscana;Pacispora;Pacispora franciscana
624;214946;FR865462.1.1766;Glomeromycotina;Diversisporales;Diversisporales;Sacculospora;Sacculospora;Sacculospora baltica
625;215020;KC674167.1.1834;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
626;215198;HQ845294.1.1684;Mucoromycotina;Mucorales;Mucorales;Parasitella;Parasitella;Parasitella parasitica
627;215263;KC674687.1.1790;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
628;215629;EF558786.1.1218;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
629;215778;KY748016.1.1703;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella formicae
630;215893;HQ202293.1.1759;Glomeromycotina;Diversisporales;Diversisporales;Gigasporaceae sp. ML-2011;Gigasporaceae;Gigasporaceae sp. ML-2011
631;215925;FN690491.1.1694;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
632;216086;KC674564.1.1833;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
633;216451;JQ004921.1.1715;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia interrupta
634;216867;KC708443.1.1606;Mucoromycotina;Endogonales;Endogonales;Endogone;uncultured;uncultured Mucoromycotina
635;217573;KY628691.1.1629;Ascomycota;Sordariomycetes;Melanosporales;;Olpitrichum;Olpitrichum sphaerosporum
636;217623;HQ845298.1.1621;Mucoromycotina;Mucorales;Mucorales;Rhizomucor;Rhizomucor;Rhizomucor pusillus
637;217999;HM623313.1.1829;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor endophyticus
638;218052;HQ888695.1.1682;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladia;Blastocladia;Blastocladia ramosa
639;218169;JQ302854.1.1784;Kickxellomycotina;Harpellales;Harpellales;Coleopteromyces;Coleopteromyces;Coleopteromyces amnicus
640;218492;HE610427.1.1770;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora lacunosa
641;218845;FJ009603.1.2036;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
642;219074;HE863886.1.1727;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora sp. EE1
643;219353;JF723689.1.1749;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor spinosus
644;220135;FN600538.1.1750;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomus;Glomus sp. MUCL 43194
645;220239;HQ845297.1.1621;Mucoromycotina;Mucorales;Mucorales;Rhizomucor;Rhizomucor;Rhizomucor pusillus
646;220288;FN820273.1.1763;Glomeromycotina;Archaeosporales;Archaeosporales;Ambispora;Ambispora;Ambispora granatensis
647;220345;HQ845296.1.1596;Mucoromycotina;Mucorales;Mucorales;Rhizomucor;Rhizomucor;Rhizomucor pusillus
648;220459;FN820272.1.1769;Glomeromycotina;Archaeosporales;Archaeosporales;Ambispora;Ambispora;Ambispora granatensis
649;220460;FN825898.1.1759;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora brasiliensis
650;220515;KU354756.1.1620;Ascomycota;uncultured;;;fungal;fungal sp.
651;220556;EF638570.1.1362;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
652;220682;KU500802.1.1225;Mucoromycotina;Mucorales;Mucorales;Amylomyces;Amylomyces;Amylomyces rouxii
653;220932;JF414222.1.1604;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8352
654;221013;KC674621.1.1835;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
655;221057;FR773150.1.1764;Glomeromycotina;Archaeosporales;Archaeosporales;Archaeospora;Archaeospora;Archaeospora schenckii
656;221158;EF638601.1.1355;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
657;221497;KC561937.1.1725;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
